vid,japanese,reading,meaning,type,category,subcategory,level,samplesentence,sentencehiragana,sentencemeaning
v291,練習する,れんしゅうする,to practice,verb,study,べんきょう,9,毎日、日本語を練習します。,まいにち、にほんごを れんしゅうします。,I practice Japanese every day.
v292,スピーチ,スピーチ,speech,noun,study,べんきょう,9,明日は日本語でスピーチをします。,あしたは にほんごで すぴーちを します。,"Tomorrow, I will give a speech in Japanese."
v293,覚える,おぼえる,to memorize; to remember,verb,study,べんきょう,9,新しい言葉を覚えます。,あたらしい ことばを おぼえます。,I learn new words.
v294,忘れる,わすれる,to forget,verb,study,べんきょう,9,大切な言葉は忘れません。,たいせつな ことばは わすれません。,I won't forget important words.
v295,問題,もんだい,question; problem,noun,study,べんきょう,9,この問題は少し難しいです。,この もんだいは すこし むずかしいです。,This question is a little difficult.
v296,例,れい,example,noun,study,べんきょう,9,例を一つお願いします。,れいを ひとつ おねがいします。,"One example, please."
v297,答え,こたえ,answer,noun,study,べんきょう,9,答えが分かりました。,こたえが わかりました。,I found the answer.
v298,質問する,しつもんする,to ask a question,verb,study,べんきょう,9,先生に質問します。,せんせいに しつもんします。,I ask the teacher a question.
v299,見学する,けんがくする,to observe; to visit for study,verb,study,べんきょう,9,学校を見学します。,がっこうを けんがくします。,I visit a school to observe it.
w001,働く,はたらく,to work,verb,work,はたらく,10,毎日楽しく働きたいです。,まいにち たのしく はたらきたいです。,I want to enjoy working every day.
w002,会社,かいしゃ,company; workplace,noun,work,はたらく,10,会社は駅の近くにあります。,かいしゃは えきの ちかくに あります。,The company is near the station.
w003,銀行,ぎんこう,bank,noun,work,はたらく,10,銀行は九時からです。,ぎんこうは くじからです。,The bank opens at nine.
w004,休む,やすむ,to rest; to take a day off,verb,work,はたらく,10,日曜日は家で休みます。,にちようびは いえで やすみます。,I rest at home on Sundays.
w005,休み,やすみ,rest; day off; holiday,noun,work,はたらく,10,明日は休みです。,あしたは やすみです。,Tomorrow is a day off.
w006,昼休み,ひるやすみ,lunch break,noun,work,はたらく,10,昼休みに友達と話します。,ひるやすみに ともだちと はなします。,I talk with my friends during lunch break.
w007,暇な,ひまな,free; not busy,adjective,work,はたらく,10,今日は暇なので、本を読みます。,きょうは ひまなので、ほんを よみます。,"I'm free today, so I'll read a book."
w008,忙しい,いそがしい,busy,adjective,work,はたらく,10,今週はとても忙しいです。,こんしゅうは とても いそがしいです。,I'm very busy this week.
w009,産業する,さんぎょうする,to engage in industry,verb,work,はたらく,10,今日は残業しません。,きょうは ざんぎょうしません。,I won't work overtime today.
w010,出張する,しゅっちょうする,to go on a business trip,verb,work,はたらく,10,来週、大阪へ出張します。,らいしゅう、おおさかへ しゅっちょうします。,I'm going on a business trip to Osaka next week.
w011,事務所,じむしょ,office,noun,work,はたらく,10,事務所に社長がいます。,じむしょに しゃちょうが います。,The president is in the office.
w012,工場,こうじょう,factory,noun,work,はたらく,10,父は工場で働いています。,ちちは こうじょうで はたらいて います。,My father works at a factory.
w013,受付,うけつけ,reception; reception desk,noun,work,はたらく,10,受付はあそこです。,うけつけは あそこです。,The reception desk is over there.
w014,会議,かいぎ,meeting,noun,work,はたらく,10,三時から会議があります。,さんじから かいぎが あります。,There is a meeting from three.
w015,会議室,かいぎしつ,meeting room,noun,work,はたらく,10,会議室に行きます。,かいぎしつに いきます。,I go to the meeting room.
w016,電話,でんわ,telephone; phone,noun,work,はたらく,10,会社から電話がありました。,かいしゃから でんわが ありました。,I got a call from the company.
w017,電話をかける,でんわをかける,to make a phone call,verb,work,はたらく,10,母に電話をかけます。,ははに でんわを かけます。,I call my mother.
w018,もしもし,もしもし,hello (on the phone),expression,work,はたらく,10,「もしもし、田中さんですか。」,「もしもし、たなかさんですか。」,"“Hello, is this Tanaka?”"
w019,電話番号,でんわばんごう,telephone number,noun,work,はたらく,10,電話番号を教えてください。,でんわばんごうを おしえて ください。,Please tell me your phone number.
w020,知る,しる,to know; to find out,verb,work,はたらく,10,その人の名前を知っています。,その ひとの なまえを しって います。,I know that person's name.
w021,何番,なんばん,what number,noun,work,はたらく,10,電話番号は何番ですか。,でんわばんごうは なんばんですか。,What is the phone number?
w022,教える,おしえる,to teach; to tell,verb,work,はたらく,10,仕事を教えてください。,しごとを おしえて ください。,Please teach me the job.
w023,手伝う,てつだう,to help,verb,work,はたらく,10,今日は母を手伝います。,きょうは ははを てつだいます。,I will help my mother today.
w024,作る,つくる,to make; to create,verb,work,はたらく,10,みんなで新しいものを作ります。,みんなで あたらしい ものを つくります。,We make something new together.
w025,役に立つ,やくにたつ,to be useful; to be helpful,verb,work,はたらく,10,この本は仕事に役に立ちます。,この ほんは しごとに やくに たちます。,This book is useful for work.
w026,仕事,しごと,work; job,noun,work,しごと,11,仕事のあとで友達と会います。,しごとの あとで ともだちと あいます。,I meet my friend after work.
w027,会社員,かいしゃいん,company employee,noun,work,しごと,11,兄は会社員です。,あには かいしゃいんです。,My older brother is a company employee.
w028,銀行員,ぎんこういん,bank employee,noun,work,しごと,11,姉は銀行員です。,あねは ぎんこういんです。,My older sister is a bank employee.
w029,医者,いしゃ,doctor,noun,work,しごと,11,将来、医者になりたいです。,しょうらい、いしゃに なりたいです。,I want to become a doctor someday.
w030,看護師,かんごし,nurse,noun,work,しごと,11,看護師さんはとても親切です。,かんごしさんは とても しんせつです。,The nurse is very kind.
w031,介護士,かいごし,care worker; caregiver,noun,work,しごと,11,介護士として働いています。,かいごしとして はたらいて います。,I work as a caregiver.
